id ,text,label,index,description
604,QFN 패키지 오프셋 True로 ,/settings/update?propertyName=UseQfnPackageOffset&value=true,3,UseQfnPackageOffset 활성화
600,UseMapPackageSize 활성화,/settings/update?propertyName=UseMapPackageSize&value=true,3,UseMapPackageSize 기능 활성화
601,MapPackageSize 사용하도록,/settings/update?propertyName=UseMapPackageSize&value=true,3,UseMapPackageSize 활성화
602,UseMapPackageSize 켜주세요,/settings/update?propertyName=UseMapPackageSize&value=true,3,UseMapPackageSize 활성화
603,MapPackageSize 사용 설정,/settings/update?propertyName=UseMapPackageSize&value=true,3,UseMapPackageSize 사용 활성화
597,UseMapPackageSize 해제,/settings/update?propertyName=UseMapPackageSize&value=false,3,UseMapPackageSize 기능 해제
598,UseMapPackageSize 사용 안 함,/settings/update?propertyName=UseMapPackageSize&value=false,3,UseMapPackageSize 비활성화
599,MapPackageSize 기능 끄기,/settings/update?propertyName=UseMapPackageSize&value=false,3,UseMapPackageSize 비활성화
594,UseMapPackageOffset 켜주세요,/settings/update?propertyName=UseMapPackageOffset&value=true,3,UseMapPackageOffset 활성화
595,UseMapPackageOffset 사용 설정,/settings/update?propertyName=UseMapPackageOffset&value=true,3,UseMapPackageOffset 활성화
596,MapPackageOffset 기능 켜줘,/settings/update?propertyName=UseMapPackageOffset&value=true,3,UseMapPackageOffset 활성화
590,UseMapPackageOffset 끄기,/settings/update?propertyName=UseMapPackageOffset&value=false,3,UseMapPackageOffset 비활성화
591,MapPackageOffset 사용 해제,/settings/update?propertyName=UseMapPackageOffset&value=false,3,UseMapPackageOffset 비활성
592,UseMapPackageOffset 사용 해제,/settings/update?propertyName=UseMapPackageOffset&value=false,3,UseMapPackageOffset 비활성화
593,MapPackageOffset 기능 끄기,/settings/update?propertyName=UseMapPackageOffset&value=false,3,UseMapPackageOffset 비활성화
587,UseMapNoDevice 켜줘,/settings/update?propertyName=UseMapNoDevice&value=true,3,UseMapNoDevice 활성화
588,UseMapNoDevice 활성화해주세요,/settings/update?propertyName=UseMapNoDevice&value=true,3,UseMapNoDevice 활성화 요청
589,MapNoDevice 사용 켜줘,/settings/update?propertyName=UseMapNoDevice&value=true,3,UseMapNoDevice 활성화
583,UseMapNoDevice 끄기,/settings/update?propertyName=UseMapNoDevice&value=false,3,UseMapNoDevice 비활성화
584,MapNoDevice 사용 안 함으로,/settings/update?propertyName=UseMapNoDevice&value=false,3,UseMapNoDevice 비활성
585,UseMapNoDevice 끄기 부탁합니다,/settings/update?propertyName=UseMapNoDevice&value=false,3,UseMapNoDevice 비활성화 요청
586,MapNoDevice 기능 끄기,/settings/update?propertyName=UseMapNoDevice&value=false,3,UseMapNoDevice 비활성화
580,UseMapCornerDegree 활성화해줘,/settings/update?propertyName=UseMapCornerDegree&value=true,3,UseMapCornerDegree 활성화
581,UseMapCornerDegree 사용 설정,/settings/update?propertyName=UseMapCornerDegree&value=true,3,UseMapCornerDegree 활성화
582,MapCornerDegree 기능 켜기,/settings/update?propertyName=UseMapCornerDegree&value=true,3,UseMapCornerDegree 활성화
576,UseMapCornerDegree 비활성,/settings/update?propertyName=UseMapCornerDegree&value=false,3,UseMapCornerDegree 비활성화
577,MapCornerDegree 기능 끄기,/settings/update?propertyName=UseMapCornerDegree&value=false,3,UseMapCornerDegree 비활성화
578,UseMapCornerDegree 사용 중지,/settings/update?propertyName=UseMapCornerDegree&value=false,3,UseMapCornerDegree 비활성화
579,MapCornerDegree 사용 안 함,/settings/update?propertyName=UseMapCornerDegree&value=false,3,UseMapCornerDegree 비활성화
569,LGA PadCount 기능 ON,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 활성화
570,PadCount 옵션 활성,/settings/update?propertyName=UseLgaPadCount&value=true,3,
571,PadCount 옵션 활성화,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 기능 활성화
572,PadCount 즉시 적용,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 값 즉시 적용
573,LGA PadCount 활성화 해 주세요,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 기능 켜기
574,PadCount 기능을 사용하도록 해 주세요,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 기능 활성화
575,LGA PadCount 사용 가능하게 해주세요,/settings/update?propertyName=UseLgaPadCount&value=true,3,PadCount 사용 기능 활성화
562,LGA PadCount 기능 OFF,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 비활성화
563,PadCount 옵션 비활성,/settings/update?propertyName=UseLgaPadCount&value=false,3,
564,PadCount 옵션 끄기,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 기능 비활성
565,PadCount 기능 해제,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 기능 완전 해제
566,LGA PadCount 비활성화 할게요,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 기능 끄기
567,PadCount 기능을 해제해 주세요,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 기능 비활성화
568,LGA PadCount 기능 정지할게요,/settings/update?propertyName=UseLgaPadCount&value=false,3,PadCount 기능 비활성화
555,LGA NoDevice 기능 켜기,/settings/update?propertyName=UseLgaNoDevice&value=true,3,NoDevice 기능 활성화
556,NoDevice 기능 활성화,/settings/update?propertyName=UseLgaNoDevice&value=true,3,
557,NoDevice 모드 켜기,/settings/update?propertyName=UseLgaNoDevice&value=true,3,NoDevice 옵션 활성화
