id,text,label,index,description
41,캘리 십자선을 DEFAULT로 변경,/calibration/update?propertyName=RETICLETYPE&value=DEFAULT,single,
42,calibration 십자선 타입 fullsize,/calibration/update?propertyName=RETICLETYPE&value=FULLSIZE,single,
43,"cali 창 유사도를 모양 원, 60",/calibration/update?propertyName=shape&value=circle-60,single,
44,캘리브레이션 사이즈를 1-500,/calibration/update?propertyName=size&value=1-500,single,
45,보정 탭 패드로 바꿔줘,/calibration/update?propertyName=tab&value=pad,single,
46,대화 초기화,/chat/clear,single,
63,mapping RejectMark tab,/teaching/mapping/update?propertyName=moveTab&value=RejectMark,single,
47,대화창 종료 ,/closeWindows,single,
48,2025년 10월 전체 기록 보여줘 ,/history/update?propertyName=date&value=2025-10-01_2025-10-31,single,
49,history 카메라를 바코드로 설정해줘,/history/update?propertyName=camera&value=BarCode,single,
50,카메라 2번 라이브 끄기,/live/toggle?switch=OFF&no=2,single,
51,Run 화면 열어줘,/mode/set?mode=RUN,single,
52,Run화면 켜,/mode/set?mode=RUN,single,
53,모드 전환 버튼 setup으로,/mode/set?mode=SETUP,single,
54,설정 화면 띄워,/windows/settings,single,
55,BGA 노디바이스 색상 Red로 ,/settings/update?propertyName=BgaNoDeviceColor&value=Red,single,
56,바코드 사용 false ,/settings/update?propertyName=IsBarcodeUsed&value=false,single,
57,LgaPadPerimeter 4.8,/settings/update?propertyName=LgaPadPerimeter&value=4.8,single,
58,비지에이 findballs,/teaching/bga/update?propertyName=findBallsTeaching&value=1,single,
59,bga 창 package 탭에서 임계값 2-33,/teaching/bga/update?propertyName=PackageThreshold&value=2-33,single,
60,BGA 티칭 창 FirstPin/Pattern 탭 ROI 추가,/teaching/bga/update?propertyName=PatternRois&value=add,single,
61,lga Surface tab 이동,/teaching/lga/update?propertyName=moveTab&value=Surface,single,
62,LGA sawing 탭 임계값 50-100,/teaching/lga/update?propertyName=OutlineThreshold&value=50-100,single,
64,mapping 티칭 창 sawing 임계값 20-100,/teaching/mapping/update?propertyName=OutlineThreshold&value=20-100,single,
65,qfn contamination size 100-900,/teaching/qfn/update?propertyName=ContaminationSize&value=100-900,single,
66,QFN 티칭 창 DontCare 탭 ROI 추가,/teaching/qfn/update?propertyName=DontCareRoi&value=add,single,
67,맵핑 레시피 검증,/test/run/map,single,
79,QFN 티칭 켜. ,/windows/teaching/qfn,single,
68,검사시작해,/mode/set?mode=RUN,single,
69,Prs test,/test/run/prs,single,
71,캘리,/windows/calibration,single,
76,lot data,/windows/lot,single,
72,히스토리 창 열어줘 ,/windows/history,single,
73,라이트 세팅 열기,/windows/light,single,
74,BarCode 카메라 라이브 뷰 열기,/windows/light/live?camera=BarCode,single,
75,맵핑 라이브 켜줘. ,/windows/light/live?camera=Mapping,single,
77,현재 PRS 결과 기반 재티칭 창,/windows/teaching/prs/reteach,single,
78,PRS 결과 재티칭,/windows/teaching/prs/reteach,single,
80,Strip 티칭 켜줘,/windows/teaching/strip,single,
70,A/S,/windows/as,single,
16,조명창 열고 검사 뭐했었는지 보여줘,/windows/light /windows/history,composite,
15,히스토리 띄우고 bga 티칭창도 보여줘,/windows/history /windows/teaching/bga,composite,
10,PRS 테스트 실행 후 창 닫아줘,/test/run/prs /closeWindows,composite,
17,롯 보고 매핑도 궁금해,/windows/lot /windows/teaching/mapping,composite,
13,Calibration 창 열고 bottom 탭에서 로이 재생성하고 임계값 100-200으로 설정,/windows/calibration /calibration/update?propertyName=tab&value=bottom /calibration/update?propertyName=roi&value=recreate /calibration/update?propertyName=threshold&value=100-200,composite,
19,매핑 티칭 창 열고 현재 매핑 샷 재티칭 시작해,/windows/teaching/mapping /windows/teaching/mapping/reteach,composite,
3,모든 창 닫고 시스템을 Run 모드로 전환,/closeWindows /mode/set?mode=RUN,composite,
11,PRS 기반 테스트 실행 후 결과 창 닫기,/test/run/prs /closeWindows,composite,
7,"QFN SawOffsetX 0.3, SawOffsetY 0.3으로 맞추고 CornerDegree 2.0으로 설정",/settings/update?propertyName=QfnSawOffsetX&value=0.3 /settings/update?propertyName=QfnSawOffsetY&value=0.3 /settings/update?propertyName=QfnCornerDegree&value=2.0,composite,
18,"LGA 티칭 창 열고 Leads 탭에서 LeadCount true, LeadCountColor Pink로 수정",/windows/teaching/lga /teaching/lga/update?propertyName=moveTab&value=Leads /settings/update?propertyName=UseLgaLeadCount&value=true /settings/update?propertyName=LgaLeadCountColor&value=Pink,composite,
20,"QFN 티칭 창 열고 QfnLeadOffsetY 0.2, QfnLeadOffsetT 0.08로 설정","/windows/teaching/qfn /settings/update?propertyName=QfnLeadOffsetY&value=0.2
 /settings/update?propertyName=QfnLeadOffsetT&value=0.08",composite,
14,Calibration 창에서 tray 탭으로 이동 후 크기 min1-max99999 초기화,/windows/calibration /calibration/update?propertyName=tab&value=tray /calibration/update?propertyName=size&value=1-999999,composite,
8,bga 패키지 탭 이동하고 패키지 임계값 2-33 넣어줘,/teaching/bga/update?propertyName=moveTab&value=Package /teaching/bga/update?propertyName=PackageThreshold&value=2-33,composite,
9,LGA contamination size 70-90 하고 자동 임계값 실행,/teaching/lga/update?propertyName=ContaminationSize&value=70-90 /teaching/lga/update?propertyName=autoThresholdCommand&value=1,composite,
2,보정 탭 세팅 열고 바코드 카메라 적용해줘,/calibration/update?propertyName=tab&value=setting /calibration/update?propertyName=camera&value=Barcode,composite,
6,셋업모드로 전환하고 카메라2 끄고 창 닫아줘,/mode/set?mode=SETUP /live/toggle?switch=OFF&no=2 /closeWindows,composite,
5,카메라2 켜고 보정 roi 생성해줘,/live/toggle?switch=ON&no=2 /calibration/update?propertyName=roi&value=create,composite,
1,cali Recticle 기본으로 하고 threshold 90-180 줘,/calibration/update?propertyName=RETICLETYPE&value=DEFAULT /calibration/update?propertyName=threshold&value=90-180,composite,
4,카메라 6 끄고 8 켜,/live/toggle?switch=OFF&no=6 /live/toggle?switch=ON&no=8,composite,
12,A/S 창 열고 히스토리도 보여줘,/windows/as /windows/history,composite,
21,오늘 날씨 어때?,/NO_FUNCTION,irrelevant,
22,점심 뭐 먹지?,/NO_FUNCTION,irrelevant,
23,주말에 뭐하지?,/NO_FUNCTION,irrelevant,
24,지금 몇 시지?,/NO_FUNCTION,irrelevant,
25,날씨 알람 맞춰줘,/NO_FUNCTION,irrelevant,
26,사진찍어줘,/NO_FUNCTION,irrelevant,
27,독감 예방접종 필요해?,/NO_FUNCTION,irrelevant,
28,오늘의 핫이슈 알려줘,/NO_FUNCTION,irrelevant,
29,생일 축하해줘,/NO_FUNCTION,irrelevant,
30,점심 뭐 추천해?,/NO_FUNCTION,irrelevant,
31,교통상황 어때?,/NO_FUNCTION,irrelevant,
32,커피 쿠폰 줘,/NO_FUNCTION,irrelevant,
33,반려동물 이름 추천해줘,/NO_FUNCTION,irrelevant,
34,책 제목 알려줘,/NO_FUNCTION,irrelevant,
35,날씨 정보 알려줘,/NO_FUNCTION,irrelevant,
36,환율 정보 보여줘,/NO_FUNCTION,irrelevant,
37,대박이다,/NO_FUNCTION,irrelevant,
38,저녁 추천좀,/NO_FUNCTION,irrelevant,
39,집중 잘하는 방법 알려줘,/NO_FUNCTION,irrelevant,
40,일 끝나고 뭐하면 좋을까?,/NO_FUNCTION,irrelevant,
87,련 모드로 바꿔죠,/mode/set?mode=RUN,typo,
96,맵핑 래티칭 시작,/windows/teaching/mapping/reteach,typo,
100,스트립 티치앛ㅇ 열어,/windows/teaching/strip,typo,
92,럿 창 볼래움,/windows/lot,typo,
88,검ㅅㅏ 모ㅡ드 변경,/mode/set?mode=RUN,typo,
94,lga 티칭 창 열여,/windows/teaching/lga,typo,
91,히스톨이창 보여줘,/windows/history,typo,
86,2 가메라 켜,/live/toggle?switch=ON&no=2,typo,
97,피알에스 재티칭 시작,/windows/teaching/prs/reteach,typo,
89,셌업 모드로 바꿔주세여,/mode/set?mode=SETUP,typo,
95,lga 티칭창 열여서 pads 탭 가고 ROI 처초화,/windows/teaching/lga /teaching/lga/update?propertyName=moveTab&value=Pads /teaching/lga/update?propertyName=PadRois&value=reset,typo,
98,qfn 찬 여고 커너디그리 2.5 설정,/windows/teaching/qfn /settings/update?propertyName=QfnCornerDegree&value=2.5,typo,
99,qfn티칭창 열고 lead roi 추가 후 임개값 2-50으로 맞춰,/windows/teaching/qfn /teaching/qfn/update?propertyName=LeadRois&value=add /teaching/qfn/update?propertyName=LeadThreshold&value=2-50,typo,
93,bga 티칭 창 불카운트200바꿔줘,/windows/teaching/bga /settings/update?propertyName=UseBgaBallCount&value=200,typo,
90,캘리브창 pad탭서 라이트save,/windows/calibration /calibration/update?propertyName=tab&value=pad /calibration/update?propertyName=button&value=LightSave,typo,
81,보정 tset 시작,/calibration/update?propertyName=button&value=Test,typo,
82,보정 카메라 갑을 바코드로,/calibration/update?propertyName=camera&value=Barcode,typo,
83,캘리 십자선 DEFAULT로 변경해죠,/calibration/update?propertyName=recticletype&value=DEFAULT,typo,
84,대회 초기화 해줘,/chat/clear,typo,
85,채팅 찬 닫아줘,/closeWindows,typo,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
