id ,text,label,index,description
103,카메라 실시간 라이브 SettingX2,/windows/light/live?camera=SettingX2,1,SettingX2 카메라 라이브  뷰 창
104,SettingX2 뷰 보여줘 ,/windows/light/live?camera=SettingX2,1,SettingX2 카메라 라이브  뷰 창
105,SettingX2 뷰,/windows/light/live?camera=SettingX2,1,SettingX2 카메라 라이브  뷰 창
106,SettingX2 view,/windows/light/live?camera=SettingX2,1,SettingX2 카메라 라이브  뷰 창
107,SettingX2 라이브 뷰 보여줘,/windows/light/live?camera=SettingX2,1,SettingX2 카메라 라이브  뷰 창
98,SettingX1 뷰 보여 ,/windows/light/live?camera=SettingX1,1,카메라 X1 라이브 창 열기
99,카메라 실시간 라이브 SettingX1 선택,/windows/light/live?camera=SettingX1,1,SettingX1 카메라 라이브 뷰 창
100,SettingX1 뷰 ,/windows/light/live?camera=SettingX1,1,카메라 X1 라이브 창 열기
101,SettingX1 view,/windows/light/live?camera=SettingX1,1,카메라 X1 라이브 창 열기
102,SettingX1 라이브 뷰 보여줘,/windows/light/live?camera=SettingX1,1,카메라 X1 라이브 창 열기
92,PRS 라이브 켜 ,/windows/light/live?camera=PRS,1,PRS 카메라 라이브 뷰
93,조명 라이브 켜기 ,/windows/light/live?camera=PRS,1,PRS 카메라 라이브
94,PRS 라이브 켜. ,/windows/light/live?camera=PRS,1,
95,카메라 실시간 라이브 prs 선택,/windows/light/live?camera=PRS,1,PRS 카메라 라이브  뷰 창
96,PRS 라이브 카메라,/windows/light/live?camera=PRS,1,
97,실시간 라이브 카메라 prs로,/windows/light/live?camera=PRS,1,PRS 카메라 라이브  뷰 창
81,Mapping 라이브 켜 ,/windows/light/live?camera=Mapping,1,매핑 카메라 라이브 뷰 창
82,맵핑 라이브 켜줘. ,/windows/light/live?camera=Mapping,1,
83,카메라 실시간 라이브 매핑 선택,/windows/light/live?camera=Mapping,1,매핑 카메라 라이브 뷰 창
84,카메라 실시간 라이브 Mapping 선택,/windows/light/live?camera=Mapping,1,매핑 카메라 라이브 뷰 창
85,Mapping 라이브 카메라,/windows/light/live?camera=Mapping,1,매핑 카메라 라이브 뷰 창
86,실시간 라이브 카메라 Mapping으로,/windows/light/live?camera=Mapping,1,매핑 카메라 라이브 뷰 창
87,Mapping 카메라 라이브 보여줘,/windows/light/live?camera=Mapping,1,Mapping 카메라 실시간 라이브 뷰 열기
88,Mapping 카메라 실시간 화면 열기,/windows/light/live?camera=Mapping,1,Mapping 카메라 라이브 화면
89,Mapping 카메라 실시간 보기,/windows/light/live?camera=Mapping,1,Mapping 카메라 라이브 뷰
90,Mapping 카메라 라이브 화면 열어줘,/windows/light/live?camera=Mapping,1,Mapping 카메라 실시간 열기
91,매핑 카메라 라이브 보여주세요,/windows/light/live?camera=Mapping,1,Mapping 카메라 실시간 표시
75,바코드 실시간 보기 ,/windows/light/live?camera=Barcode,1,바코드 카메라 라이브 뷰
76,바코드 라이브 켜. ,/windows/light/live?camera=Barcode,1,
77,카메라 실시간 라이브 BarCode 선택,/windows/light/live?camera=BarCode,1,BarCode 카메라 라이브 뷰 창
78,카메라 실시간 라이브 바코드 선택,/windows/light/live?camera=BarCode,1,BarCode 카메라 라이브 뷰 창
79,BarCode 라이브 카메라,/windows/light/live?camera=BarCode,1,BarCode 카메라 라이브 뷰 창
80,실시간 라이브 카메라 바코드로,/windows/light/live?camera=BarCode,1,BarCode 카메라 라이브 뷰 창
