id ,text,label,index,description
712,BGA 경로 초기화 ,/teaching/bga/update?propertyName=reset,5,BGA 경로 초기화
710,BGA 티칭 창 RejectMark 탭 ROI 초기화 ,/teaching/bga/update?propertyName=RejectMarkRoi&value=reset,5,
711,BGA RejectMark 로이 초기화 ,/teaching/bga/update?propertyName=RejectMarkRoi&value=reset,5,
708,BGA 티칭 창 RejectMark 탭 ROI 삭제,/teaching/bga/update?propertyName=RejectMarkRoi&value=delete,5,
709,BGA RejectMark 로이 삭제,/teaching/bga/update?propertyName=RejectMarkRoi&value=delete,5,
704,BGA 티칭 창 RejectMark 탭 ROI 추가,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,
705,BGA RejectMark 로이 추가,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,
706,BGA RejectMark 로이 생성,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,
707,BGA 티칭 RejectMark ROI 생성,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,
702,BGA 티칭 창 FirstPin/Pattern 탭 ROI 초기화,/teaching/bga/update?propertyName=PatternRois&value=reset,5,
703,BGA FirstPin/Pattern 로이 초기화,/teaching/bga/update?propertyName=PatternRois&value=reset,5,
700,BGA 티칭 창 FirstPin/Pattern 탭 ROI 삭제,/teaching/bga/update?propertyName=PatternRois&value=delete,5,
701,BGA FirstPin/Pattern 로이 삭제,/teaching/bga/update?propertyName=PatternRois&value=delete,5,
696,BGA 티칭 창 FirstPin/Pattern 탭 ROI 추가,/teaching/bga/update?propertyName=PatternRois&value=add,5,
697,BGA FirstPin/Pattern 로이 추가,/teaching/bga/update?propertyName=PatternRois&value=add,5,
698,BGA FirstPin/Pattern 로이 생성,/teaching/bga/update?propertyName=PatternRois&value=add,5,
699,BGA 티칭 FirstPin/Pattern ROI 생성,/teaching/bga/update?propertyName=PatternRois&value=add,5,
693,BGA Edge 감지 모드를 Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,
694,BGA 엣지 감지 모드 Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,
695,BGA Edge Detect Mode Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,
690,BGA Edge 감지 모드를 First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,
691,BGA 엣지 감지 모드 First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,
692,BGA Edge Detect Mode First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,
687,BGA Edge 감지 모드를 Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,
688,BGA 엣지 감지 모드 Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,
689,BGA Edge Detect Mode Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,
684,BGA Edge 감지 방향을 Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,
685,BGA 엣지 감지 방향 Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,
686,BGA Edge Detect Direction Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,
681,BGA Edge 감지 방향을 Horizontal,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Horizontal,5,
682,BGA 엣지 감지 방향 Horizontal,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Horizontal,5,
